"Clave","Entidad","Municipio","Localidad","Ovitrampa","Pocision_X","Pocision_Y","FechaGeo"
16102000122750060,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022308,-102.066207885742,19.4015827178955,"31/12/2020"
16102000122760002,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022297,-102.070724487305,19.4044380187988,"31/12/2020"
16102000122760002,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022298,-102.070381164551,19.4048500061035,"31/12/2020"
16102000122760002,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022299,-102.070388793945,19.405122756958,"31/12/2020"
16102000122760002,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022300,-102.070724487305,19.4048919677734,"31/12/2020"
16102000122770012,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022301,-102.068626403809,19.402759552002,"31/12/2020"
16102000122770012,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022302,-102.068412780762,19.4026508331299,"31/12/2020"
16102000122770012,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022303,-102.068458557129,19.4022884368896,"31/12/2020"
16102000122770012,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022304,-102.068962097168,19.4026336669922,"31/12/2020"
16102000122780028,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022309,-102.065673828125,19.3993129730225,"31/12/2020"
16102000122780028,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022310,-102.066078186035,19.3995189666748,"31/12/2020"
16102000122780028,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022311,-102.066268920898,19.3991413116455,"31/12/2020"
16102000122780028,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022312,-102.065902709961,19.3989200592041,"31/12/2020"
16102000122790028,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022317,-102.059883117676,19.4001560211182,"31/12/2020"
16102000122790028,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022318,-102.059562683105,19.4003868103027,"31/12/2020"
16102000122790028,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022319,-102.059883117676,19.4006175994873,"31/12/2020"
16102000122790028,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022320,-102.060073852539,19.4004783630371,"31/12/2020"
16102000122790088,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022313,-102.059745788574,19.3984489440918,"31/12/2020"
16102000122790088,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022314,-102.059524536133,19.3986835479736,"31/12/2020"
16102000122790088,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022315,-102.060157775879,19.3986148834229,"31/12/2020"
16102000122790088,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022316,-102.059959411621,19.3985290527344,"31/12/2020"
16102000122800020,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161021829,-102.055953979492,19.3991222381592,"31/12/2020"
16102000122800020,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161021830,-102.056159973145,19.3984031677246,"31/12/2020"
16102000122800020,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161021831,-102.055397033691,19.3979320526123,"31/12/2020"
16102000122800020,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161021832,-102.055870056152,19.3980579376221,"31/12/2020"
